version	total
4.0.6	12101
4.0.7	12313
4.0.8	6247
4.0.9_p2	11119
4.1.0	5666
4.1.1	12687
4.1.2.p1	21882
4.1.5	15833
4.1.7p1	5902
4.1.8	2368
4.1.9	744
