version	total
1.34.0	6789
1.36.0	5735
1.38.0	5978
1.40.0	4659
1.42.0	4905
1.44.0	3971
1.46.0	3440
1.48.0	3442
1.50.0	3348
1.52.0	3745
1.56.0	2801
1.58.0	1656
1.60.0	1442
1.64.0	742
