version	total
0.1.0.29	6073
0.1.0.35	6724
0.1.0.38	8748
0.2.0	5619
0.2.0.2	5903
0.2.0.3	7790
0.2.1.0	84194
0.2.1.2	43604
0.2.1.3	45607
0.3.0.0	44064
0.3.0.2	44180
0.3.0.3	45650
0.3.1.0	165387
0.3.2.0	6319
0.3.3.1	1727
0.3.3.2	5196
