version	total
2.0.0	3069
3.0.0	3029
3.0.1	2972
3.5.0	2971
3.5.1	3015
3.5.2	3019
3.5.3	2968
3.6.0	3412
3.6.1	3109
3.7.0	2864
3.7.1	2861
3.7.2	2844
3.7.3	2703
3.7.4	2701
3.7.6	2648
3.8.0	2645
3.9.0	2121
4.0.0	2244
4.1.0	1936
4.2.0	2074
5.0.0	830
5.1.0	911
5.2.0	236
5.2.1	539
5.3.0	43
