version	total
1.34.0	5064
1.36.0	5146
1.38.0	4498
1.40.0	2625
1.42.0	2613
1.44.0	2468
1.46.0	2485
1.48.0	2926
1.50.0	2709
1.52.0	2540
1.56.0	1869
1.58.0	1351
1.60.0	1041
1.64.0	313
