version	total
3.7.1	3028
3.8.2	3001
3.10.1	2937
3.11.2	2951
3.12.0	3227
3.13.0	2912
3.14.0	3004
3.16.0	2166
3.17.0	1651
3.18.0	1377
3.20.0	624
3.22.0	53
