version	total
1.6.0	2689
1.8.0	2688
1.10.0	2696
1.12.0	2658
1.14.0	2854
1.16.0	2624
1.18.0	2468
1.22.0	1809
1.24.0	1300
1.26.0	1000
1.30.0	228
