version	total
0.2.1	480
0.2.3	482
0.2.4	476
0.2.5	481
0.2.6	471
0.2.7	80
0.2.8	100
0.2.9	68
0.2.10	67
0.2.11	67
0.2.12	73
0.2.13	29
