version	total
1.2.8	10491
1.2.9	9206
1.4.4	5756
1.6.2	5777
1.10.1	5744
1.12.1	3180
1.12.7	3110
1.14.0	3081
1.16.0	3053
1.18.1	3063
1.20.0	3036
1.20.1	3023
1.22.0	3027
1.24.0	2941
1.28.0	2262
1.30.0	823
1.32.0	672
1.36.0	253
1.40.0	90
