version	total
2.3.1	4751
2.3.2	4712
2.3.3	5213
2.5.2	2357
3.0.1	2339
3.0.2	3170
3.1.0	2339
3.2.0	2267
3.2.1	2327
3.2.2	2149
3.2.3	2229
3.3.19	61
