version	total
4.1l	6401
4.2	10323
4.3	9146
4.3.1m	7030
4.3.1o	6996
4.3.1p	7863
4.3.1r	7659
4.3.1t	57164
5.1d	12685
5.1	224502
5.2	15274
5.3.0a	14041
5.4.0a	9187
5.4.0c	4486
