version	total
1.0.0	3055
1.2.2	2973
1.4.0	3041
1.6.0	3028
1.8.0	3325
1.10.0	2940
1.12.0	2846
1.16.0	2135
1.18.0	1650
1.20.0	1144
1.24.0	357
1.28.0	60
