version	total
1.24.0	1935
1.26.0	1965
1.28.0	2024
1.30.0	2583
1.32.0	2767
1.34.0	2577
1.36.0	2574
1.40.0	1773
1.42.0	1273
1.44.0	979
1.48.0	230
