version	total
1.0.0	2647
1.2.0	2488
1.4.0	2514
1.6.0	2738
1.8.0	2972
1.10.0	2223
1.12.0	2620
1.16.0	1938
1.18.0	1428
1.20.0	1129
1.24.0	380
