version	total
1.0	118
1.0.1	508
1.0.2	401
1.1.0	560
1.2	110
1.2.1	408
1.3	111
2.0	122
2.0.1	372
2.1	110
2.2	106
2.2.1	351
2.2.2	354
2.3	322
3.0	137
3.0.1	78
3.0.2	42
3.0.3	46
3.0.4	46
3.0.5	33
3.1	37
