version	total
3.46.0	5094
3.48.0	5458
4.0.0	4762
4.2.0	4326
4.4.0	4181
4.6.0	3749
4.8.0	3831
4.10.0	2816
4.12.0	3003
4.16.0	2024
4.18.0	1323
4.20.0	1053
4.24.0	597
