version	total
1.58.0	2961
1.60.0	3433
1.62.0	3000
1.64.0	2982
1.66.0	3270
1.68.0	2977
1.70.0	2918
1.74.0	2209
1.76.0	1728
1.78.0	1390
1.82.0	328
1.86.0	63
