version	total
1.16.1	2486
1.18.0	2913
1.20.0	2986
2.0.0	3286
2.2.1	2945
2.4.0	2786
2.8.0	1934
2.10.0	1643
2.12.0	1290
2.16.0	563
2.20.0	41
