version	total
1.0.0	4837
1.0.1	5299
1.0.3	4785
1.0.4	4753
1.0.5	4695
1.0.6	4666
1.0.7	4621
1.0.8	4388
1.0.9	4619
1.0.10	4136
1.0.11	3866
1.0.12	3713
1.0.13	4030
1.0.14	2696
1.0.15	2599
1.0.16	3454
1.0.17b	2219
1.0.17	4480
1.0.18	1224
1.0.19	2304
1.0.20	1843
