version	total
1.14.0	6734
1.16.0	5257
1.18.0	5297
1.20.0	5416
1.22.1	2799
1.24.0	3076
1.26.0	2736
1.28.0	2715
1.30.0	2274
1.32.0	2114
1.34.0	2063
1.38.0	1628
1.40.0	1309
1.42.0	1040
1.46.0	317
