version	total
0.0.2	832
0.0.3	664
0.0.4	664
0.0.5	659
0.0.6	658
0.0.7	660
0.0.8	658
0.0.9	654
0.0.10	645
0.0.11	698
0.0.12	525
0.0.13	452
0.0.14	447
0.0.15	454
0.0.16	430
0.0.17	445
0.0.18	398
0.0.19	284
0.0.20	268
0.0.21	180
0.0.22	182
0.0.23	303
0.0.24	34
