version	total
0.2.6.1	7421
0.2.6.3	3076
0.2.7.1	3092
0.2.8.2	3044
0.2.9	2979
0.2.9.1	2957
0.2.9.2	2965
0.2.9.4	2956
0.2.9.5	2960
0.3.1	2973
0.3.4	2962
0.3.6	2933
0.3.8	2932
0.4.1	2997
0.4.2	2921
0.4.4	3275
0.5.3	2909
0.5.4	3222
