version	total
0.1.1	3167
0.2.11	3111
0.2.12	3378
0.2.13	2827
0.2.14	2834
0.2.15	2783
0.2.16	2760
0.2.17	2771
0.2.18	2723
0.2.19	2845
0.2.20	2860
0.3.0	2630
0.4.4	2369
0.4.5	1902
0.4.6	1850
0.4.7	1864
0.4.8	2170
0.5.0	2213
0.5.1	1570
0.6.0	1404
0.6.1	1392
0.7.0	1238
0.7.1	1238
0.7.2	1526
0.7.3	340
0.7.4	297
0.7.5	376
