version	total
1.4.0	5271
1.6.0	5721
1.8.0	3002
1.10.0	3339
1.12.0	2975
1.14.0	2961
1.16.0	3220
1.18.0	2913
1.20.0	2496
1.24.0	1718
1.26.0	1200
1.28.0	951
1.32.0	562
