version	total
3.2.3	9380
3.4.1	5759
3.5.0	14203
3.6.0	23637
3.7.0	2163
3.8.2	7065
3.10.0	2690
3.11.1	2637
3.12.0	2862
3.13.0	2662
3.14.0	3188
3.16.0	2116
3.17.0	1301
3.18.0	1150
3.20.0	237
