version	total
2.26.0	8518
2.28.0	11285
2.32.0	5925
2.34.0	8993
2.36.0	8470
2.38.0	9968
2.40.0	6074
2.42.0	7548
2.44.0	4942
2.46.0	11900
2.48.0	4914
2.50.0	11657
2.54.0	140369
2.56.0	4188
2.58.0	63721
2.62.0	15147
2.66.0	14670
