version	total
0.102.0	6166
0.104.0	5532
1.2.0	4717
1.4.0	4955
1.6.0	4208
1.8.0	3714
1.10.0	3368
1.10.2	3060
1.12.0	2951
1.14.0	3177
1.18.0	2525
1.20.0	1403
1.22.0	1094
1.26.0	530
