version	total
0.2.3	3337
0.2.4	3345
0.3.0	3248
0.3.2	3228
0.3.3	3249
0.4.1	3103
0.4.2	2868
0.5.0	1308
0.5.1	1284
0.5.2	1244
0.5.3	1315
0.5.4	912
0.5.5	910
0.5.7	147
