version	total
1.2.0	2757
1.4.0	3131
1.6.0	3018
1.8.0	3001
1.10.0	3256
1.12.0	3046
1.14.0	3026
1.18.0	2396
1.20.0	1689
1.22.0	1696
1.26.0	243
1.30.0	63
