version	total
0.5	2996
0.5.2	2958
0.5.3	2963
0.5.4	2957
0.5.6	2954
0.5.7	2962
0.5.8	2972
0.5.9	3010
0.5.11	2994
0.5.13	3381
0.5.14	2995
0.5.15	2986
0.5.16	2999
0.6	2969
0.6.1	3067
0.6.3	2947
0.6.4	2941
0.6.5	2943
1.0	2914
1.0.1	3285
1.0.2	3095
