version	total
1.30.0	2547
1.32.0	2525
1.34.0	2398
1.36.0	2442
1.38.0	2493
1.40.0	2712
1.42.0	2564
1.46.0	1865
1.48.0	1351
1.50.0	1095
1.54.0	316
