version	total
1.2.0	6631
1.4.0	5627
1.6.0	5206
1.8.0	2347
1.10.0	3124
1.12.0	2629
1.14.0	2546
1.16.0	2758
1.18.0	2480
1.20.0	2227
1.24.0	1494
1.26.0	1539
1.28.0	1228
1.32.0	492
1.36.0	26
