version	total
0.29.1	5650
0.29.3	5791
0.29.6	6061
1.0.0	10275
1.0.3	6266
1.1.0	11966
1.2.1	11555
1.3.0	5698
1.3.2	5464
1.4.0	7775
1.5.0	9012
1.6.0	25491
