version	total
1.6.0	2410
1.8.0	2753
1.10.0	2788
1.12.0	2771
1.14.0	3115
1.16.0	2841
1.18.0	2650
1.22.0	2060
1.24.0	1561
1.30.0	506
1.34.0	25
