version	total
3.38.0	11281
3.44.0	5603
3.46.0	11563
3.48.1	5539
3.50.0	10241
3.52.0	5453
3.54.0	6469
3.56.0	4774
3.58.0	5764
3.60.0	4188
3.62.0	9722
3.66.0	6616
3.68.0	3559
3.70.0	3266
3.74.0	3196
3.78.1	116
