version	total
1.52.0	5315
1.54.0	5836
1.56.0	3055
1.58.0	2998
1.60.0	3094
1.62.0	3046
1.64.0	3319
1.66.0	2975
1.68.0	2838
1.72.0	1537
1.74.0	1105
1.76.0	866
1.80.0	625
1.84.0	56
