version	total
1.6.0	5854
1.8.0	3136
1.10.0	2043
1.99.8	2629
2.2.0	3060
2.3.17	3094
2.4.0	3472
2.6.1	3048
2.8.0	3610
2.12.0	2642
2.14.0	1869
2.16.0	2196
2.20.0	1116
2.24.0	369
