version	total
1.4.2	6576
1.6.0	5568
1.8.0	5793
1.10.1	2562
1.12.0	2856
1.14.0	2337
1.16.0	2233
1.18.0	2450
1.20.0	2952
1.22.0	2779
1.26.0	2098
1.28.0	1598
1.30.0	1409
1.34.0	680
1.38.0	68
