version	total
1.4	2199
1.5	2200
1.6	2195
1.7	2534
1.10	3009
1.11	2727
1.12	2785
1.13	2712
1.14	2967
1.15	2748
1.16	2692
1.17	2472
1.18	2311
1.19	2212
1.20	2004
1.21	1998
1.22	1629
1.22.1	1542
1.23.6	1439
1.25	950
2.0_beta	623
2.0	99
2.0.1	194
2.0.2	200
2.0.3	171
2.1	60
