version	total
1.1	2608
1.3	2606
1.4	2598
1.5.1	2392
1.5.4	2388
1.5.8	2391
1.5.9	2406
2.0.4	2169
2.0.5	2160
2.0.6	2142
2.0.8	2164
2.0.9	1894
2.0.10	2036
2.0.15	1883
2.0.16	1888
2.0.19	1885
2.0.20	2013
2.0.21	1890
2.0.22	1672
2.0.23	1670
2.0.28	1476
2.0.29	1434
2.0.30	1412
2.1.0	961
2.1.1	963
2.2.0	921
2.2.1	909
2.2.2	610
