version	total
0.3.3	7214
0.10.2	8665
0.11.0	3121
0.11.1	3112
0.12.0	3130
0.12.1	3164
0.12.2	3884
1.2.0	2977
2.0.0	2971
2.0.1	2983
2.1.0	2981
2.2.1	2969
2.2.2	2956
2.2.4	2956
2.3.1	2959
2.3.2	2987
2.4.1	2984
2.4.2	2944
2.4.3	3144
2.4.4	2720
2.4.5	2541
2.4.6	2375
2.4.7	2355
2.5.0	2472
2.5.1	2538
2.5.2	2064
2.5.3	2163
2.5.4	1870
2.5.5	1612
2.5.6	1206
2.5.7	1161
2.5.8	932
2.6.0	684
