version	total
1.2.3	7863
1.3.0	5767
1.3.1	7325
1.3.2	5562
1.4.0	2776
1.5.3	2756
1.5.6	2830
1.6.5	1514
1.6.7	1233
1.6.8	1102
1.8.0	423
