version	total
1.2.0	5042
1.4.0	4866
1.6.0	2758
1.8.1	2700
1.10.0	2702
1.12.0	2684
1.14.0	2892
1.16.0	2613
1.18.0	2452
1.22.0	1792
1.24.0	1269
1.26.0	965
1.30.0	206
