version	total
1.0.0	5311
1.2.0	4877
1.4.0	3164
1.6.0	2867
1.8.0	2967
1.10.0	2662
1.12.0	3312
1.14.1	2722
1.16.0	3685
1.20.0	2537
1.22.0	1454
1.24.0	1532
1.28.0	384
