version	total
1.1.0	3213
1.1.1	3235
2.0.0	4342
2.1.0	2374
2.1.1	2239
2.2.0	3248
2.3.1	1661
2.3.2	1084
2.3.3	1633
2.3.4	3765
2.4.0	1563
2.4.1	2549
2.4.2	1267
2.4.3	430
